"ID","US_ENG","US_FRA","US_SPA","EU_ENG","EU_FRA","EU_ITA","EU_GER","EU_SPA","EU_NED"
"OP450","+","+","+","+","+","+","+","+",""
"OP451","=","=","=","=","=","=","=","=",""
"OP452"," "," "," "," "," "," "," "," ",""
"OP453","---","---","---","---","---","---","---","---",""
"OP510","Music Volume","Vol. musique","Volumen de música","Music Volume","Vol. musique","Volume musica","Musiklautstärke","Volumen de música",""
"OP511","Set the volume of the music.","Règle le volume des musiques d'ambiance.","Ajusta el volumen de la música.","Set the volume of the music.","Règle le volume des musiques d'ambiance.","Imposta il volume della musica","Stelle die Lautstärke der Musik ein.","Ajusta el volumen de la música.",""
"OP520","SFX Volume","Vol. effets","Efectos","SFX Volume","Vol. effets","Effetti","Audioeffekte","Efectos",""
"OP521","Set the volume of the sound effects.","Règle le volume des effets sonores.","Ajusta el volumen de los efectos de 
sonido.","Set the volume of the sound effects.","Règle le volume des effets sonores.","Imposta il volume degli effetti sonori.","Stelle die Lautstärke der Audioeffekte ein.","Ajusta el volumen de los efectos de 
sonido.",""
"OP610","Current Language: English","Langue : français","Idioma actual: Español","Current Language: English","Langue : français","Lingua impostata: Italiano","Eingestellte Sprache: Deutsch","Idioma actual: Español",""
"OP631","Set the subtitles to ON or OFF.","Active ou désactive les sous-titres.","Activa o desactiva los subtítulos.","Set the subtitles to ON or OFF.","Active ou désactive les sous-titres.","Visualizza/Nascondi i sottotitoli. ","Untertitel EIN- oder AUS schalten.","Activa o desactiva los subtítulos.",""
"OP632","Subtitles ON","Sous-titres AVEC","Subtítulos SI","Subtitles ON","Sous-titres AVEC","Sottotitoli SÌ","Untertitel EIN","Subtítulos SI",""
"OP633","Subtitles OFF","Sous-titres SANS","Subtítulos NO","Subtitles OFF","Sous-titres SANS","Sottotitoli NO","Untertitel AUS","Subtítulos NO",""
"OP641","Set character aura to ON or OFF.","Active ou désactive l'aura du personnage. ","Muestra/oculta el aura.","Set character aura to ON or OFF.","Active ou désactive l'aura du personnage. ","Imposta aura SÌ/NO","Aura der Figur EIN- oder AUS schalten.","Muestra/oculta el aura.",""
"OP642","Aura ON","Aura AVEC","Aura SI","Aura ON","Aura AVEC","Aura SÌ","Aura EIN","Aura SI",""
"OP643","Aura OFF","Aura SANS","Aura NO","Aura OFF","Aura SANS","Aura NO","Aura AUS","Aura NO",""
"OP710","English","Anglais","Inglés","English","Anglais","Inglese","Englisch","Inglés",""
"OP711","Display English.","Affiche le jeu en anglais.","Texto en inglés.","Display English.","Affiche le jeu en anglais.","Visualizza inglese.","Auf Englisch anzeigen.","Texto en inglés.",""
"OP720","French","Français","Francés","French","Français","Francese","Französisch","Francés",""
"OP721","Display French.","Affiche le jeu en français.","Texto en francés.","Display French.","Affiche le jeu en français.","Visualizza francese.","Auf Französisch anzeigen.","Texto en francés.",""
"OP730","Italian","Italien","Italiano","Italian","Italien","Italiano","Italienisch","Italiano",""
"OP731","Display Italian.","Affiche le jeu en italien.","Texto en italiano.","Display Italian.","Affiche le jeu en italien.","Visualizza italiano.","Auf Italienisch anzeigen.","Texto en italiano.",""
"OP740","German","Allemand","Alemán","German","Allemand","Tedesco","Deutsch","Alemán",""
"OP741","Display German.","Affiche le jeu en allemand.","Texto en alemán.","Display German.","Affiche le jeu en allemand.","Visualizza tedesco.","Auf Deutsch anzeigen.","Texto en alemán.",""
"OP750","Spanish","Espagnol","Español","Spanish","Espagnol","Spagnolo","Spanisch","Español",""
"OP751","Display Spanish.","Affiche le jeu en espagnol.","Texto en español.","Display Spanish.","Affiche le jeu en espagnol.","Visualizza spagnolo.","Auf Spanisch anzeigen.","Texto en español.",""
"OP761","Display Dutch.","Affiche le jeu en hollandais.","Texto en holandés.","Display Dutch.","Affiche le jeu en hollandais.","Visualizza olandese.","Auf Niederländisch anzeigen.","Texto en holandés.",""
"OP910","High Score","Meilleurs scores","Máx. puntuación","High Score","Meilleurs scores","Miglior punteggio","Highscore","Máx. puntuación",""
"OP911","Delete all high scores.","Supprime les meilleurs scores.","Borra las máximas puntuaciones.","Delete all high scores.","Supprime les meilleurs scores.","Cancella tutti i record","Alle Highscores löschen.","Borra las máximas puntuaciones.",""
"OP920","Fight Record","Données combats","Historial lucha","Fight Record","Données combats","Record combattimento","Kampfrekord","Historial lucha",""
"OP921","Delete fight record.","Supprime les données des combats.","Borra el historial de lucha.","Delete fight record.","Supprime les données des combats.","Cancella record di combattimento.","Kampfrekord löschen.","Borra el historial de lucha.",""
"OP930","Player Data","Données joueur","Datos de jugador","Player Data","Données joueur","Dati giocatore","Spielerdaten","Datos de jugador",""
"OP931","Delete saved player profile.","Supprime le profil du joueur sauvegardé.","Borra el perfil de jugador guardado.","Delete saved player profile.","Supprime le profil du joueur sauvegardé.","Cancella profilo giocatore.","Gespeichertes Spielerprofil löschen.","Borra el perfil de jugador guardado.",""
"OP940","All","Tout","Todo","All","Tout","Tutti","Alles","Todo",""
"OP941","Delete all player profiles and high scores.","Supprime tous les profils de joueur et 
les meilleurs scores.","Borra todos los perfiles de jugador y
las máximas puntuaciones.","Delete all player profiles and high scores.","Supprime tous les profils de joueur et 
les meilleurs scores.","Cancella tutti i profili utente e i record.","Alle Spielerprofile und Highscores 
löschen.","Borra todos los perfiles de jugador y
las máximas puntuaciones.",""
"OP950","Delete all high scores?","Supprimer les meilleurs scores ?","¿Borrar las máximas puntuaciones?","Delete all high scores?","Supprimer les meilleurs scores ?","Cancellare tutti i record?","Alle Highscores löschen?","¿Borrar las máximas puntuaciones?",""
"OP951","Deleting data. 
Please do not touch the 
Power Button or RESET.","Suppression des données.
Ne touchez pas au bouton 
POWER ni au bouton RESET.","Borrando datos. 
No toques el Botón POWER 
ni el Botón RESET.","Deleting data. 
Please do not touch the 
POWER Button or RESET.","Suppression des données.
Ne touchez pas au bouton 
POWER ni au bouton RESET.","Cancellazione dati. 
Non toccare il pulsante
POWER o il pulsante RESET.","Daten werden gelöscht. 
Bitte betätige weder den POWER-
Schalter noch den RESET-Knopf.","Borrando datos. 
No toques el Botón POWER 
ni el Botón RESET.",""
"OP952","Data was deleted. ","Données supprimées.","Se han borrado los datos.","Data was deleted. ","Données supprimées.","I dati sono stati cancellati. ","Daten wurden gelöscht.","Se han borrado los datos.",""
"OP960","Select player data to delete.","Choisis des données du joueur à 
supprimer.","Elige los datos de jugador para borrar.","Select Player Data to delete.","Choisis des données du joueur à 
supprimer.","Seleziona profilo giocatore da cancellare.","Zu löschenden Spielerdaten auswählen.","Elige los datos de jugador para borrar.",""
"OP961","Delete this player profile?","Supprimer ce profil de joueur ?","¿Borrar este perfil de jugador?","Delete this Player Profile?","Supprimer ce profil de joueur ?","Cancellare questo profilo?","Dieses Spielerprofil löschen?","¿Borrar este perfil de jugador?",""
"OP970","Delete fight record?","Supprimer les données des combats ?","¿Borrar el historial de lucha?","Delete Fight Record?","Supprimer les données des combats ?","Cancellare tutti i record di combattimento?","Kampfrekord löschen?","¿Borrar el historial de lucha?",""
"OP980","Delete all player profiles and high 
scores?","Supprimer tous les profils de joueur 
et les meilleurs scores ?","¿Borrar todos los perfiles de jugador
y las máximas puntuaciones?","Delete all Player Profiles and High Scores?","Supprimer tous les profils de joueur 
et les meilleurs scores ?","Cancellare tutti i profili utente 
e i record?","Alle Daten löschen?","¿Borrar todos los perfiles de jugador
y las máximas puntuaciones?",""
"OP981","Really want to delete all player profiles 
and high scores?","Supprimer tous les profils de joueur 
et les meilleurs scores, vraiment ?","¿Seguro que quieres borrar todos los
perfiles de jugador y las puntuaciones?","Really want to delete all player profiles 
and high scores?","Supprimer tous les profils de joueur 
et les meilleurs scores, vraiment ?","Vuoi davvero cancellare tutti i 
profili utente e i record?","Alle Spielerprofile und Highscores löschen?","¿Seguro que quieres borrar todos los
perfiles de jugador y las puntuaciones?",""
"OP990","Are you sure you want to return 
all data to its default state?","Êtes-vous certain de vouloir restaurer 
toutes les données par défaut ?","¿Estás seguro de que quieres restablecer 
todos los valores predeterminados?","Are you sure you want to return 
all data to its default state?","Êtes-vous certain de vouloir restaurer 
toutes les données par défaut ?","Sei sicuro di voler far tornare tutti i 
dati alle impostazioni predefinite?","Standardeinstellungen wirklich 
wiederherstellen?","¿Estás seguro de que quieres restablecer 
todos los valores predeterminados?",""
"OP991","Select player data to view.","Choisir les données du joueur.","Elegir datos de jugador para ver.","Select player data to view.","Choisir les données du joueur.","Visualizza profilo utente.","Benutzerprofil zur Anzeige auswählen.","Elegir datos de jugador para ver.",""
"OP993","Fight Record","Données combats","Historial","Fight Record","Données combats","Record di combatt.","Kampfrekord","Historial",""
"OP994","Win Rate","Taux victoire","Proporción","Win Rate","Taux victoire","Percentuale","Siegquote","Proporción",""
"OP995","Wins","Victoires","Victorias","Wins","Victoires","Vittorie","Gewonnen","Victorias",""
"OP996","Losses","Défaites","Derrotas","Losses","Défaites","Sconfitte","Verloren","Derrotas",""
"OP997","Favorite Character","Personnage préféré","Personaje favorito","Favorite Character","Personnage préféré","Personaggio preferito","Bevorzugte Figur","Personaje favorito",""
"GA010","SCORE:","SCORE :","PUNTUACIÓN","SCORE:","SCORE :","PUNTEGGIO:","PUNKTE:","PUNTUACIÓN",""
"GA020","TIME:","TEMPS :","TIEMPO:","TIME:","TEMPS :","TEMPO:","ZEIT:","TIEMPO:",""
"GA030","SEC","SEC.","SEG","SEC","SEC.","SEC","SEK","SEG",""
"GA040","KO:","KO :","KO:","KO:","KO :","K.O.:","KO:","KO:",""
"GA050","GO!","ALLEZ !","¡YA!","GO!","ALLEZ !","VIA!","LOS!","¡YA!",""
"GA070","Yummy!","Miam !","¡Qué rico!","Yummy!","Miam !","Gnam!","Miam!","¡Qué rico!",""
"GA100","COMBO : ","COMBO : ","COMBO : ","COMBO : ","COMBO : ","COMBO : ","COMBO : ","COMBO : ",""
"GA105","COMBO TOTAL : ","TOTAL COMBO : ","TOTAL : ","COMBO TOTAL : ","TOTAL COMBO : ","COMBO TOTALE  : ","GESAMTCOMBO : ","COMBO TOTAL : ",""
"GA110","DAMAGE : ","DÉGÂTS : ","DAÑO : ","DAMAGE : ","DÉGÂTS : ","DANNO : ","SCHADEN : ","DAÑO : ",""
"GA120","AI TYPE : ","TYPE IA : ","TIPO IA : ","AI TYPE : ","TYPE IA : ","TIPI IA : ","KI-TYP : ","TIPO IA : ",""
"GA130","CHAINS:","COMBO:","CADENA:","CHAINS:","COMBO:","CATENA:","KETTE:","CADENA:",""
"GA140","SPECTATOR MODE","MODE SPECTATEUR","MODO ESPECTADOR","SPECTATOR MODE","MODE SPECTATEUR","MODALITÀ SPETTATORE","BEOBACHTERMODUS","MODO ESPECTADOR",""
"GA200","1st","1er","1º","1st","1er","1°","1.","1º",""
"GA201","2nd","2ème","2º","2nd","2ème","2°","2.","2º",""
"GA202","3rd","3ème","3º","3rd","3ème","3°","3.","3º",""
"GA203","4th","4ème","4º","4th","4ème","4°","4.","4º",""
"DM000","How to Play","Instructions","Cómo se juega","How to play","Instructions","Come giocare","So wird gespielt!","Cómo se juega",""
"DM001","Take your opponent's health to zero or ring them out!","Réduis la santé de tes adversaires à 0
ou envoie-les hors du ring !","¡Reduce la salud de tus rivales a 0 ó échalos del ring!","Take your opponent's health to 0 or ring them out!","Réduis la santé de tes adversaires à 0
ou envoie-les hors du ring !","Riduci a 0 la salute del tuo avversario
o gettalo fuori dal ring!","Bringe die Gesundheit deiner Gegner auf 0 oder schlage sie k.o.","¡Reduce la salud de tus rivales a 0 ó échalos del ring!",""
"DM002","Your health level is displayed by your health bar and aura.","Ta santé est représentée par ton aura.","Tu salud se indica a través de tu aura.","Your health level is shown through your aura.","Ta santé est représentée par ton aura.","Il tuo livello di salute è rappresentato
dalla barra della salute e dall'aura.","Dein Gesundheitszustand wird über deine Gesundheitsanzeige und Aura angezeigt.","Tu salud se indica a través de tu aura.",""
"DM005","Change Ninja Power items by shooting them with the pointer!","Pour changer de pouvoir ninja, vise la sphère et tire dessus avec le pointeur !","¡Cambia de Poderes Ninja disparando con el puntero!","Change Ninja Power items by shooting them with the pointer! ","Pour changer de pouvoir ninja, vise la sphère et tire dessus avec le pointeur !","Usa il puntatore per cambiare i poteri ninja!","Wechsle Ninja-Kräfte, indem du sie mit dem Zeiger abschießt.","¡Cambia de Poderes Ninja disparando con el puntero!",""
"DM006","Block by holding the guard button!","Bloque les attaques en conservant le bouton de parade appuyé !","¡Bloquea manteniendo pulsado el botón de Guardia! ","Block by holding the guard button!","Bloque les attaques en conservant le bouton de parade appuyé !","Blocca tenendo premuto il pulsante di guardia.","Halte den Schützen-Knopf, um zu blocken!","¡Bloquea manteniendo pulsado el botón de Guardia! ",""
"DM007","Use the Control Stick to move. Use the A Button with the Control Pad to attack!","Bouge avec le levier de contrôle et
attaque avec le bouton A et la croix directionnel","Usa palanca de control para mover. Usa 
Botón A y cruz de control para atacar.","Use the Control Stick to move. Use the A Button with the +Control Pad to attack!","Bouge avec le stick directionnel et
attaque avec le bouton A et la manette +","Muoviti usando il Control Stick. Usa il
pulsante A con la pulsantiera+ per
attaccare!","Bewege dich mit dem Control Stick. Drücke den A-Knopf und das Steuerkreuz für eine Attacke.","Usa palanca de control para mover. Usa 
Botón A y cruz de control para atacar.",""
"DM008","Roll by moving left or right while blocking!","Oriente le levier de contrôle tout en
bloquant pour faire une roulade !","Mueve la palanca de control mientras bloqueas para rodar.","Move the Control Stick while blocking in order to roll!","Oriente le stick directionnel tout en
bloquant pour faire une roulade !","Per rotolare muovi a destra o a sinistra
mentre stai in guardia!","Rolle dich ab, indem du dich beim Blocken nach links oder rechts bewegst.","Mueve la palanca de control mientras bloqueas para rodar.",""
"DM010","Double jump by pressing up twice!","Tu peux faire un double saut !","Da un doble salto.","You can double jump!","Tu peux faire un double saut !","Premi due volte per un doppio salto!","Springe doppelt, indem du zwei Mal oben drückst.","Da un doble salto.",""
"DM011","Use your Ninja Power by pressing strong 
attack and guard at the same time!","Utilise tes pouvoirs ninja 
en appuyant simultanément 
sur les boutons de parade 
et de coup puissant.","¡Para usar tu poder ninja, pulsa
ataque fuerte y guardia a la vez!","Use your ninja power by pressing strong 
attack and guard at the same time!","Utilise tes pouvoirs ninja 
en appuyant simultanément 
sur les boutons de parade 
et de coup puissant.","Usa il potere ninja parando ed effettuando
un attacco potente.","Nutze deine Ninja-Kräfte, indem du Schwerer Angriff und Parierern gleichzeitig drückst!","¡Para usar tu poder ninja, pulsa
ataque fuerte y guardia a la vez!",""
"DM012","Pick up an item by pressing Attack when near it.","Appuie sur le bouton d'attaque près d'un objet pour le ramasser.","Pulsa el botón de ataque cerca
de un objeto para recogerlo.","Pressing the attack button when near an
item will allow you to pick it up.","Appuie sur le bouton d'attaque près d'un objet pour le ramasser.","Premi il pulsante di attacco vicino a un oggetto
per raccoglierlo.","Drücke Attacke in der Nähe eines Gegenstandes, um ihn aufzuheben.","Pulsa el botón de ataque cerca
de un objeto para recogerlo.",""
"DM013","Pressing the attack button allows you to
eat pizzas and pick up Ninja Powers.","Le bouton d'attaque te permet 
de manger des pizzas et de 
récupérer des pouvoirs ninja.","Pulsa el botón de ataque para comer
pizzas y recoger bolas de poder ninja.","Pressing the attack button allows you to
eat pizzas and pick up ninja power balls.","Le bouton d'attaque te permet 
de manger des pizzas et de 
récupérer des pouvoirs ninja.","Premi il pulsante di attacco per mangiare pizza e
raccogliere sfere di potere ninja.","Wenn du den Attacke-Knopf drückst, kannst du Pizza essen und Ninja-Kräfte aufheben.","Pulsa el botón de ataque para comer
pizzas y recoger bolas de poder ninja.",""
"DM014","Grab the enemy by pressing Attack and 
Strong Attack at the same time!","Saisis un ennemi en appuyant simultanément sur les boutons d'attaque et de parade.","Para agarrar al enemigo, pulsa
ataque y guardia a la vez.","Grab the enemy by pressing Attack and 
guard at the same time.","Saisis un ennemi en appuyant simultanément sur les boutons d'attaque et de parade.","Afferra il nemico premendo contemporaneamente i pulsanti 
di attacco e attacco potente!","Greif den Gegner, indem du Attacke und Starke Attacke gleichzeitig drückst.","Para agarrar al enemigo, pulsa
ataque y guardia a la vez.",""
"DM015","Then Throw them by pressing Attack or a direction!","Oriente ensuite le levier de contrôle dans une direction pour le lancer.","Luego, mueve la palanca de control en
cualquier dirección para lanzarlo.","Then, throw them by pressing the
 Control Stick in a direction","Oriente ensuite le stick directionnel dans une direction pour le lancer.","Scaglialo premendo attacco e
muovendo nella direzione desiderata.","Wirf ihn anschließend, indem du Attacke oder eine Richtung drückst.","Luego, mueve la palanca de control en
cualquier dirección para lanzarlo.",""
"DM016","Dodge by pressing up or down while guarding!","Oriente le levier de contrôle vers le bas tout en bloquant pour esquiver les attaques !","Mueve la palanca de control hacia abajo
mientras te proteges para esquivar.","Pressing down on the Control Stick while
guarding allows you to dodge!","Oriente le stick directionnel vers le bas tout en bloquant pour esquiver les attaques !","Per scartare l'avversario premi su o giù
mentre sei in guardia!","Drücke beim Schützen oben oder unten, um auszuweichen.","Mueve la palanca de control hacia abajo
mientras te proteges para esquivar.",""
"DM017","Air Dodge by pressing Guard while in the air!","Esquive une attaque en l'air en appuyant sur le bouton de parade !","Para esquivar en el aire, pulsa
guardia mientras estás en el aire.","Dodge in the air by pressing guard while
in the air!","Esquive une attaque en l'air en appuyant sur le bouton de parade !","Scarta l'avversario in aria premendo il pulsante
"in guardia"mentre sei in aria!","In der Luft weichst du aus, indem du Schützen in der Luft drückst.","Para esquivar en el aire, pulsa
guardia mientras estás en el aire.",""
"DM018","You can Taunt opponents too!","Utilise le bouton de provocation pour provoquer tes ennemis !","Usa el botón de provocar para
provocar al rival.","Use the taunt button to taunt your 
opponent!","Utilise le bouton de provocation pour provoquer tes ennemis !","Puoi anche provocare l'avversario!","Du kannst den Gegner auch verspotten!","Usa el botón de provocar para
provocar al rival.",""
"DM019","Kick a box by pressing Strong Attack!","Appuie sur le bouton d'attaque près d'une boîte pour l'envoyer sur un ennemi !","Pulsa botón de ataque cerca de una caja
para lanzársela de una patada al rival.","Press the attack button when near a box 
to kick it at your oppoonent!","Appuie sur le bouton d'attaque près d'une boîte pour l'envoyer sur un ennemi !","Premi attacco potente nei pressi di una cassa per scagliarla contro il tuo avversario!","Tritt eine Kiste, indem du Starke Attacke drückst!","Pulsa botón de ataque cerca de una caja
para lanzársela de una patada al rival.",""
"DM020","Break a box by pressing Attack!","Tu peux aussi détruire la boîte en la frappant !","También puedes romper la caja si
la golpeas.","You can break the box by hitting it too!","Tu peux aussi détruire la boîte en la frappant !","Puoi rompere la cassa colpendola!","Zerstöre eine Kiste, indem du Attacke drückst!","También puedes romper la caja si
la golpeas.",""
"DM021","In this mode you and your teammate fight one at a time against your opponent. Press the change button to tag your partner in. Your partner can tag themselves in too.","Dans ce mode, toi et ton ami affrontez
chacun votre tour un adversaire.
Appuie sur le bouton de remplacement
pour que ton partenaire prenne la relève.
Il peut aussi intervenir s'il le veut.","En este modo, tu compañero y tú
lucháis de uno en uno contra el rival.
Pulsa el botón de cambio para cambiarte
con tu compañero, que a su vez
podrá cambiarse contigo.","In this mode you and your teammate fight one at a time against your opponent. Press the change button to tag your partner in. Your partner can tag themselves in too.","Dans ce mode, toi et ton ami affrontez
chacun votre tour un adversaire.
Appuie sur le bouton de remplacement
pour que ton partenaire prenne la relève.
Il peut aussi intervenir s'il le veut.","In questa modalità tu e il tuo compagno
combatterete uno alla volta contro un avversario. Premi il pulsante del cambio per far subentrare il tuo compagno.","In diesem Modus spielst du mit deinem Teamkameraden abwechselnd gegen den Gegner. Drücke den Auswechsel-Knopf, um deinen Partner einzuwechseln. Dein Partner kann sich auch einwechseln.","En este modo, tu compañero y tú
lucháis de uno en uno contra el rival.
Pulsa el botón de cambio para cambiarte
con tu compañero, que a su vez
podrá cambiarse contigo.",""
"DM022","If you press the change button after you grab an opponent, you can perform a special tag throw with your partner!","Si tu appuies sur le bouton de remplacement
après avoir saisi ton adversaire,
tu peux réaliser un coup spécial
avec ton partenaire !","Si pulsas el botón de cambio tras
agarrar a un rival, puedes realizar
un lanzamiento especial combinado
con tu compañero.","If you press the change button after you grab an opponent, you can perform a special tag throw with your partner!","Si tu appuies sur le bouton de remplacement
après avoir saisi ton adversaire,
tu peux réaliser un coup spécial
avec ton partenaire !","Se premi il pulsante del cambio mentre
stai afferrando un avversario, eseguirai
una presa speciale con il tuo compagno!","Wenn du deinen Gegner im Griff hast und deinen Partner einwechselst, könnt ihr zusammen einen besonderen Einwechselwurf ausführen.","Si pulsas el botón de cambio tras
agarrar a un rival, puedes realizar
un lanzamiento especial combinado
con tu compañero.",""
"DM023","Pick up and use Ninja Powers!","Collectionne et utilise les pouvoirs ninja !","¡Recoge y usa los poderes ninja!","Pick up and use Ninja Powers!","Collectionne et utilise les pouvoirs ninja !","Raccogli e usa i poteri ninja!","Sammle und benutze Ninja-Kräfte.","¡Recoge y usa los poderes ninja!",""
"DM024","During Tag Team matches, press Change to tag in your teammate!","Pendant les combats en coopération,
appuie sur Remplacement pour changer
les membres de ton équipe !","¡En peleas por parejas, pulsa Cambio
para que entre tu compañero!","During Tag Team matches, press Change to tag in your teammate!","Pendant les combats en coopération,
appuie sur Remplacement pour changer
les membres de ton équipe !","Premi "Cambio" durante gli incontri
in coppia per far subentrare il tuo compagno!","Drücke Wechseln in Tag-Team-Spielen, um deinen Teamkameraden einzuwechseln.","¡En peleas por parejas, pulsa Cambio
para que entre tu compañero!",""
"DM025","During Tag Team matches, press Change to tag in your teammate!","Pendant les combats en coopération,
appuie sur Remplacement pour changer
les membres de ton équipe !","¡En peleas por parejas, pulsa Cambio
para que entre tu compañero!","During Tag Team matches, press Change to tag in your teammate!","Pendant les combats en coopération,
appuie sur Remplacement pour changer
les membres de ton équipe !","Salta verso il muro per scalarlo.","Einen Tag-Wurf führst du aus, wenn du einen Gegner greifst und Wechseln drückst.","¡En peleas por parejas, pulsa Cambio
para que entre tu compañero!",""
"DM026","Jump towards the wall to Wall Cling.","Saute vers le mur pour rebondir.","Salta hacia la pared
para agarrarte a ella. ","Jump towards the wall to Wall Cling.","Saute vers le mur pour rebondir.","Salta verso il muro per scalarlo.","Springe auf eine Wand zu, um dich daran festzuklammern.","Salta hacia la pared
para agarrarte a ella. ",""
"DM027","Then Wall Attack by pressing Attack!","Puis déclenche ton attaque 
en appuyant sur attaque !","¡Luego pulsa ataque para
atacar desde la pared!","Then Wall Attack by pressing Attack!","Puis déclenche ton attaque 
en appuyant sur attaque !","Poi premi Attacco!","Drücke anschließend Attacke für eine Mauerattacke!","¡Luego pulsa ataque para
atacar desde la pared!",""
"DM028","Double tap forward to Dash!","Appuie deux fois vers l'avant pour 
esquiver !","¡Pulsa dos veces hacia
delante para sprint!","Double tap forward to Dash!","Appuie deux fois vers l'avant pour 
esquiver !","Muovi due volte in avanti per scattare! ","Tippe zweifach nach vorne, um zu spurten!","¡Pulsa dos veces hacia
delante para sprint!",""
"DM029","Use Throw to grab the red pole.","Utilise Projection pour t'agripper
au poteau rouge.","Lanza para agarrarte
al mástil rojo.","Use Throw to grab the red pole.","Utilise Projection pour t'agripper
au poteau rouge.","Usa Presa per aggrapparti al palo.","Benutze Greifen, um die rote Stange zu packen.","Lanza para agarrarte
al mástil rojo.",""
"DM030","Then do a Swing-By Attack by pressing Attack!","Puis déclenche ton attaque acrobatique
en appuyant sur attaque !","¡Luego pulsa ataque para
hacer un ataque al vuelo!","Then do a Swing-By Attack by pressing Attack!","Puis déclenche ton attaque acrobatique
en appuyant sur attaque !","Premi Attacco per eseguire un attacco acrobatico.","Drücke Attacke für eine Swing-by-Attacke.","¡Luego pulsa ataque para
hacer un ataque al vuelo!",""
"DM031","To perform a more Advanced Attack, press Attack and any direction at the same time!","Pour faire une attaque encore plus
acrobatique, appuie simultanément
sur attaque et sur une direction !","¡Para hacer un ataque avanzado,
pulsa ataque y cualquier
dirección al mismo tiempo!","To perform a more Advanced Attack, press Attack and any direction at the same time!","Pour faire une attaque encore plus
acrobatique, appuie simultanément
sur attaque et sur une direction !","Per eseguire un Attacco  più potente, premi Attacco e una direzione nello stesso momento!","Für eine kompliziertere Attacke drücke Attacke und gleichzeitig irgendeine Richtung.","¡Para hacer un ataque avanzado,
pulsa ataque y cualquier
dirección al mismo tiempo!",""
"HT000","TROPHY ROOM","SALLE DES TROPHÉES","SALA DE TROFEOS","TROPHY ROOM","SALLE DES TROPHÉES","TROFEI","TROPHÄENSAAL","SALA DE TROFEOS",""
"HT001","Use shells to collect figurine parts.","Lance des carapaces sur les objets.","Lanza caparazones a objetos.","Use shells to collect figurine parts.","Lance des carapaces sur les objets.","Usa i gusci per collezionare parti di 
figurina.","Benutze Muscheln, um Figurenteile 
zu sammeln.","Lanza caparazones a objetos.",""
"HT002","Use shells to create trophy for Trophy 
Tournament.","Utilise les carapaces pour créer un 
trophée pour le Tournoi des trophées.","Usa caparazones para crear
un trofeo para el torneo trofeo.","Use shells to create trophy for Trophy 
Tournament.","Utilise les carapaces pour créer un 
trophée pour le Tournoi des trophées.","Usa i gusci per creare trofei.","Benutze Muscheln, um Trophäen 
zu erschaffen.","Usa caparazones para crear
un trofeo para el torneo trofeo.",""
"HT003","View your figurines and trophies.","Admire tes figurines et tes trophées.","Ver colección.","View your figurines and trophies.","Admire tes figurines et tes trophées.","Visualizza figurine e trofei.","Figuren und Trophäen anzeigen.","Ver colección.",""
"RG014","SHOOTING RANGE","STAND DE TIR","DISPARAR","SHOOTING RANGE","STAND DE TIR","POLIGONO DI TIRO","SCHIESS-STAND","DISPARAR",""
"RG000","Shooting Range","Stand de tir","Disparar","Shooting Range","Stand de tir","Poligono di tiro","Schießstand","Disparar",""
"RG001","Challenge","Défi","Desafío","Challenge","Défi","Sfida","Aufgabe","Desafío",""
"RG002","Use shells to hit the floating objects 
and gain figurine parts.","Touche les objets avec les carapaces
pour gagner des morceaux de personnage.","Usa caparazones para golpear los objetos
flotantes y obtener piezas de la figura.","Use shells to hit the floating objects 
and gain figurine parts.","Touche les objets avec les carapaces
pour gagner des morceaux de personnage.","Ottieni parti della figura usando i gusci 
per colpire gli oggetti in movimento.","Sammle Figurenteile, indem du mit den
Muscheln auf schwebende Objekte zielst.","Usa caparazones para golpear los objetos
flotantes y obtener piezas de la figura.",""
"RG003","NEW PART!","MORCEAU OBTENU!","¡PIEZA NUEVA!","NEW PART!","MORCEAU OBTENU!","PARTE NUOVA!","NEUES TEIL!","¡PIEZA NUEVA!",""
"RG004","COMPLETE!","COMPLET!","¡COMPLETA!","COMPLETE!","COMPLET!","COMPLETATO!","VERVOLLSTÄNDIGT!","¡COMPLETA!",""
"RG005","Head","Tête","Cabeza","Head","Tête","Testa","Kopf","Cabeza",""
"RG006","Body","Corps","Tronco","Body","Corps","Corpo","Körper","Tronco",""
"RG007","Right arm","Bras droit","Brazo derecho","Right arm","Bras droit","Braccio destro","Rechter Arm","Brazo derecho",""
"RG008","Left arm","Bras gauche","Brazo izquierdo","Left arm","Bras gauche","Braccio sinistro","Linker Arm","Brazo izquierdo",""
"RG009","Right leg","Jambe droite","Pierna derecha","Right leg","Jambe droite","Gamba destra","Rechtes Bein","Pierna derecha",""
"RG010","Left leg","Jambe gauche","Pierna izquierda","Left leg","Jambe gauche","Gamba sinistra","Linkes Bein","Pierna izquierda",""
"RG012","Shoot","Tirer","Disparar","Shoot","Tirer","Spara","Schießen","Disparar",""
"RG013","Power Shot Mode","Mode Supertir","Modo Superdisparo","Power Shot Mode","Mode Supertir","Modalità tiro potente","Power-Schuss-Modus","Modo Superdisparo",""
"RG100","Leonardo","Leonardo","Leonardo","Leonardo","Leonardo","Leonardo","Leonardo","Leonardo",""
"RG101","Raphael","Raphael","Raphael","Raphael","Raphael","Raphael","Raphael","Raphael",""
